response_id,prolific_id,freq_park_usage,park_run_walk,park_biking,park_skiing,park_team_sports,park_family_pets,park_before_after_bar,park_before_after_meal,park_drink_coffee,park_never_go,freq_buy_local_apparel,freq_buy_local_brands,freq_buy_posters,freq_drink_alcohol,freq_drink_coffee_tea,brand_loyalty
R_4VkOmY5kyDVnCyB,55ed87f0748092000baa9a0b,Several times per month,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhere to go before or after a meal at a local restaurant,Someplace to go while I drink my coffee,Not selected,Never,More than once per week,Never,More than once per week,More than once per week,Depends upon the product/service
R_2w51K03jmgI1Bb7,606c9e1647fee0e506367aa2,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Someplace to go while I drink my coffee,Not selected,Never,More than once per week,Never,More than once per week,Several times per month,Depends upon the product/service
R_xg9DQfOXlX6fHah,5d2d0fb9f4b87b0001f0acff,About once per month,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,About once per month,About once per month,Never,Once in a few months or longer,More than once per week,Somewhat loyal
R_25AstUihJtNCaWb,6168b61ad8c0d63b37a92109,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never,Never,Never,Once in a few months or longer,Once in a few months or longer,Depends upon the product/service
R_1n8ucm7iONmyN2u,608cea5eeac0a103af5c90ca,About once per month,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,Several times per month,Never,About once per month,Once in a few months or longer,Somewhat loyal
R_RqqRNV4lbkgGhQB,6143af8721d1445864c4f6c8,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Once in a few months or longer,Several times per month,Somewhat loyal
R_24ABC7rbhyuepUh,60fe3a34f7f4d5e48ad56af2,Once in a few months or longer,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,Once in a few months or longer,2-3 per year,Never,Never,Somewhat loyal
R_1UktpGlHwHFH9oB,605b8cf6c07b6842b5cab429,Never,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don't go to the park,Once in a few months or longer,Once in a few months or longer,1 per year,About once per month,Several times per month,Depends upon the product/service
R_27kDUjP6vc02mbu,5b91f3f9d99ca20001ef6d8b,Once in a few months or longer,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Someplace to go while I drink my coffee,Not selected,Never,About once per week,Never,Once in a few months or longer,More than once per week,Somewhat loyal
R_D0iv9h7wvMzaZZn,5967862f965b0b000108cf31,About once per month,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,About once per month,Never,Somewhat loyal
R_2Pj6VxXBLdF4UdW,60fdcc422f8092db02141b61,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,Never,Never,Several times per month,More than once per week,Depends upon the product/service
R_25swQNbvXlI0Mz8,61118f444d2e0a40a661484c,About once per month,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,2-3 per year,Never,Never,Somewhat loyal
R_1o4NixNIrnKXDwk,5d4a03a7278a80001a4fa9df,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,More than once per week,Never,More than once per week,More than once per week,Somewhat loyal
R_2QS4vqvxwrcbVIY,5e72e0d8adc903240ac70891,About once per week,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,About once per month,About once per month,Never,More than once per week,More than once per week,Somewhat loyal
R_1Ze1iOclTV8YUEx,5dd3e5b66d52253c0e37e402,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Several times per month,More than once per week,Not loyal
R_3EPZbJHx2OT86TD,5a69b952f561b400011e188d,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Never,More than once per week,Somewhat loyal
R_0oLOucIpP2VAEGR,6123031c595acde3f517cd33,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,Once in a few months or longer,Never,Never,About once per month,Somewhat loyal
R_3242kyhMBDSi9oI,60fdca1a87839971dfef0270,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,About once per month,Never,Once in a few months or longer,More than once per week,Somewhat loyal
R_1Crwlu9ofMjgfbr,5953d01e4d560700016462da,More than once per week,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,About once per week,Never,Never,More than once per week,Somewhat loyal
R_1fjiNRCTPJkXAuW,601581439865f1060313be50,Several times per month,Running/walking,Not selected,Not selected,Not selected,Not selected,Somewhere to go before or after a beer/cocktail at a local bar or restaurant,Not selected,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,Once in a few months or longer,Never,More than once per week,More than once per week,Depends upon the product/service
R_3fAxDNqdOxbQLh2,6084f9cdcf053dc83dd4acc4,About once per month,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,About once per month,Never,Never,About once per month,Not loyal
R_2dyhEGnBlPeV3x8,6146b99c248d3ffdaa898d36,More than once per week,Not selected,Biking,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Someplace to go while I drink my coffee,Not selected,Never,About once per month,Never,Never,More than once per week,Somewhat loyal
R_2icfdorSayyKDst,6111630ceaf62bcff1ebd7d2,About once per month,Running/walking,Biking,Cross-country skiing,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,About once per month,About once per month,2-3 per year,Several times per month,About once per month,Somewhat loyal
R_uwtJN0TGZhsUI6J,611171b294ac05e4a3ff358b,Once in a few months or longer,Running/walking,Biking,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,Once in a few months or longer,2-3 per year,About once per month,More than once per week,Somewhat loyal
R_Qd2if340m5nljmF,5c5924c553fba80001bd7ad9,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never,Once in a few months or longer,2-3 per year,Never,More than once per week,Depends upon the product/service
R_2BmNDzUOSlfI3Ya,6175b531c813b4ecd88c5065,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,About once per month,1 per year,Never,Never,Not loyal
R_AohM3mgPBYYgBqh,614fca8245a450546842e487,Several times per month,Running/walking,Biking,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,Several times per month,Never,Once in a few months or longer,More than once per week,Depends upon the product/service
R_3fSHkHZzRWRLMnh,5f5be09e16b98d18b3d213db,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Never,About once per month,Never,Never,About once per week,Depends upon the product/service
R_1CwJWnlsYm338B3,60d3bf7186e79d8be99b335e,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Never,About once per month,1 per year,More than once per week,More than once per week,Not loyal
R_RUlvj2NDOH2i90t,611e0d3c67d86e1ff9f58428,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,About once per month,Never,Not loyal
R_1itBwIa01eLbiag,60fe3355044fe7dbcfd05176,Never,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don't go to the park,Several times per month,About once per month,3-5 per year,Never,Several times per month,Depends upon the product/service
R_vdIiSFJjzErIt1L,60fcf6b8fcdfa822c55aaed7,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Never,About once per week,Somewhat loyal
R_2B9cO2erq3llixc,603202f68083d81c26b50318,About once per month,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Several times per month,Never,Never,More than once per week,Highly loyal
R_2OOsTpvdvGniWoz,5ef0d115ebe9a70ee13bcd52,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never,Never,1 per year,Once in a few months or longer,More than once per week,Somewhat loyal
R_1EjqULa0XZvJrUv,5c5c70947676860001fff825,Several times per month,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,About once per month,2-3 per year,Once in a few months or longer,More than once per week,Highly loyal
R_57iSDnbq0wuhtUl,611547dcc45adf9a07c60aea,Several times per month,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Several times per month,Never,More than once per week,More than once per week,Highly loyal
R_3oROpOhEkZLbtIz,60bedc86a7fe71bd6092ea3d,Once in a few months or longer,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Once in a few months or longer,About once per week,Depends upon the product/service
R_2dRVvFKUX6kp4vR,5e916cb9e502b1498e8fc059,Several times per month,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Never,Several times per month,Never,Once in a few months or longer,Never,Depends upon the product/service
R_293RHK8oYhjxruA,614e7d01eb43e956288b13be,Several times per month,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,Once in a few months or longer,Never,More than once per week,More than once per week,Somewhat loyal
R_2Bt90P8TaIq3Ca2,5e544727059e3744ccdd4c3b,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never,Never,Never,Once in a few months or longer,Once in a few months or longer,Somewhat loyal
R_2AGoqdCsRTNOGKn,61078d759ef0f9074d119880,Never,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don't go to the park,Never,Never,Never,Never,More than once per week,Not loyal
R_22kSgzCsefvncrF,6173841b9749c0451055cd45,Several times per month,Running/walking,Not selected,Not selected,Playing team sports,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,About once per month,1 per year,Never,Never,Somewhat loyal
R_ROhoSBE4kXBnIPL,615a91510a1a37d8c1a1ca7a,More than once per week,Running/walking,Biking,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Once in a few months or longer,Several times per month,1 per year,More than once per week,More than once per week,Somewhat loyal
R_XLDR1IMt1hzgZxL,6153b1a7b6f3b29384967d34,Once in a few months or longer,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,Once in a few months or longer,1 per year,Never,Never,Depends upon the product/service
R_1gdcDGu7pgwh9yQ,5c6dc6e3f238400001941e1a,Never,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don't go to the park,Never,Several times per month,Never,More than once per week,More than once per week,Somewhat loyal
R_2dKOBPV7XPhXMbg,61077a7111364eabfdcf14c2,Once in a few months or longer,Running/walking,Not selected,Not selected,Playing team sports,Not selected,Not selected,Not selected,Not selected,Not selected,Never,About once per month,1 per year,Several times per month,More than once per week,Somewhat loyal
R_3NP0iqLcr7AADf1,612f9c9c481afebc3164e623,About once per month,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhere to go before or after a meal at a local restaurant,Someplace to go while I drink my coffee,Not selected,Never,About once per month,1 per year,Several times per month,Several times per month,Depends upon the product/service
R_RDGbpVwQSPMpqrD,60b49cb1dc5470789edd23fe,About once per month,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,Never,Never,Once in a few months or longer,More than once per week,Somewhat loyal
R_2zqeGkyiRye6T2D,60b5afaa6e6e7872693249b6,Several times per month,Running/walking,Biking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never,Several times per month,Never,Several times per month,Never,Depends upon the product/service
R_1PYkAwarIqtMXxg,614e6cb7ae405c4deb45b906,About once per month,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,About once per month,Never,About once per week,More than once per week,Depends upon the product/service
R_2c8BofxQ9nIJIUT,5f2a12f5837dd81e5881b7cc,Once in a few months or longer,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,About once per month,Never,Never,More than once per week,Somewhat loyal
R_1FKZaXvkEtJyrMs,5e6813ada1c2de09bc51d9b2,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never,Once in a few months or longer,Never,More than once per week,More than once per week,Somewhat loyal
R_RrDLOjzTOIRU9Ox,5d1acc6eb0c5a8001786de55,Several times per month,Running/walking,Biking,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Several times per month,More than once per week,Not loyal
R_12lMEM5lTXYqu7b,5af1c24d5bbd0b00015eca8b,Once in a few months or longer,Not selected,Biking,Cross-country skiing,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Once in a few months or longer,About once per month,Depends upon the product/service
R_31bdWWjvif4BgIf,5f121091e95fdc03b5e897d0,Several times per month,Running/walking,Not selected,Not selected,Playing team sports,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,Once in a few months or longer,Never,Once in a few months or longer,Once in a few months or longer,Somewhat loyal
R_9QR5Z7qIGICUIBH,6163ca357c6bfd73eae6f8ee,About once per month,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,Several times per month,Never,Never,Never,Not loyal
R_24tILg7l3ruiusq,5e0047b3a99550c62bda2dd6,More than once per week,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Someplace to go while I drink my coffee,Not selected,Once in a few months or longer,About once per week,3-5 per year,Never,More than once per week,Depends upon the product/service
R_1F9fH2dmRKaVcVa,5d7ff85ffec5620017b07c40,Once in a few months or longer,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Never,Once in a few months or longer,Never,About once per week,More than once per week,Somewhat loyal
R_11ZxLNZQeaxEBNN,616edcc90d9facce036066c1,Never,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don't go to the park,Once in a few months or longer,About once per week,Never,Once in a few months or longer,More than once per week,Highly loyal
R_2YJsDIjsxGEOs4x,611b38dea7f1754225fa39bf,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Never,Never,Depends upon the product/service
R_6hRZOj08WEdhIVH,5d6ef023cfe0a400198f911e,Several times per month,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,About once per month,1 per year,More than once per week,More than once per week,Somewhat loyal
R_u2IJGQOZpzZIkCt,5bdf513338109a0001f474c8,About once per month,Not selected,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Once in a few months or longer,About once per month,1 per year,Never,Never,Somewhat loyal
R_ue7D3Gn7J44jlKh,5ec866acd314a03483aa2634,Once in a few months or longer,Running/walking,Biking,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Never,More than once per week,Somewhat loyal
R_Y3uuo7TyoJWCFkB,614eb607ccaec331d3796d91,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhere to go before or after a meal at a local restaurant,Not selected,Not selected,Once in a few months or longer,Once in a few months or longer,Never,Once in a few months or longer,Never,Somewhat loyal
R_2QtXR5GTZRjYteF,610ec695503dab0fa9492d61,Several times per month,Running/walking,Biking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Several times per month,Several times per month,1 per year,About once per month,More than once per week,Somewhat loyal
R_2D2BKY5oiiLYMhO,55b9a9b0fdf99b6906d2aba4,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never,About once per month,Never,About once per month,More than once per week,Somewhat loyal
R_2sbsVO5U4q6ogw9,6144834d136ed7f27d2dbe60,About once per week,Running/walking,Not selected,Not selected,Not selected,Spending time with family/pets,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,About once per week,Never,Once in a few months or longer,More than once per week,Somewhat loyal
R_2tbdpdndV8v1kuZ,57975e774d107800016dd38d,Once in a few months or longer,Running/walking,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Once in a few months or longer,About once per month,Never,Once in a few months or longer,Several times per month,Depends upon the product/service
